initial_alias,converted_alias,name,description,namespace
6518,ENSG00000142583,SLC2A5,solute carrier family 2 member 5 [Source:HGNC Symbol;Acc:HGNC:11010],ENTREZGENE_ACC
66035,ENSG00000133460,SLC2A11,solute carrier family 2 member 11 [Source:HGNC Symbol;Acc:HGNC:14239],ENTREZGENE_ACC
125206,ENSG00000154025,SLC5A10,solute carrier family 5 member 10 [Source:HGNC Symbol;Acc:HGNC:23155],ENTREZGENE_ACC
200010,ENSG00000117834,SLC5A9,solute carrier family 5 member 9 [Source:HGNC Symbol;Acc:HGNC:22146],ENTREZGENE_ACC
2519,ENSG00000001036,FUCA2,alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008],ENTREZGENE_ACC
81031,ENSG00000197496,SLC2A10,solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444],ENTREZGENE_ACC
6523,ENSG00000100170,SLC5A1,solute carrier family 5 member 1 [Source:HGNC Symbol;Acc:HGNC:11036],ENTREZGENE_ACC
6524,ENSG00000140675,SLC5A2,solute carrier family 5 member 2 [Source:HGNC Symbol;Acc:HGNC:11037],ENTREZGENE_ACC
79017,ENSG00000006625,GGCT,gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705],ENTREZGENE_ACC
11182,ENSG00000160326,SLC2A6,solute carrier family 2 member 6 [Source:HGNC Symbol;Acc:HGNC:11011],ENTREZGENE_ACC
144195,ENSG00000173262,SLC2A14,solute carrier family 2 member 14 [Source:HGNC Symbol;Acc:HGNC:18301],ENTREZGENE_ACC
154091,ENSG00000146411,SLC2A12,solute carrier family 2 member 12 [Source:HGNC Symbol;Acc:HGNC:18067],ENTREZGENE_ACC
56606,ENSG00000109667,SLC2A9,solute carrier family 2 member 9 [Source:HGNC Symbol;Acc:HGNC:13446],ENTREZGENE_ACC
115584,ENSG00000158865,SLC5A11,solute carrier family 5 member 11 [Source:HGNC Symbol;Acc:HGNC:23091],ENTREZGENE_ACC
159963,ENSG00000148942,SLC5A12,solute carrier family 5 member 12 [Source:HGNC Symbol;Acc:HGNC:28750],ENTREZGENE_ACC
6526,ENSG00000198743,SLC5A3,solute carrier family 5 member 3 [Source:HGNC Symbol;Acc:HGNC:11038],ENTREZGENE_ACC
246213,ENSG00000179520,SLC17A8,solute carrier family 17 member 8 [Source:HGNC Symbol;Acc:HGNC:20151],ENTREZGENE_ACC
57030,ENSG00000104888,SLC17A7,solute carrier family 17 member 7 [Source:HGNC Symbol;Acc:HGNC:16704],ENTREZGENE_ACC
57084,ENSG00000091664,SLC17A6,solute carrier family 17 member 6 [Source:HGNC Symbol;Acc:HGNC:16703],ENTREZGENE_ACC
6536,ENSG00000196517,SLC6A9,solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056],ENTREZGENE_ACC
9152,ENSG00000165970,SLC6A5,solute carrier family 6 member 5 [Source:HGNC Symbol;Acc:HGNC:11051],ENTREZGENE_ACC
257202,ENSG00000198704,GPX6,glutathione peroxidase 6 [Source:HGNC Symbol;Acc:HGNC:4558],ENTREZGENE_ACC
2878,ENSG00000211445,GPX3,glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555],ENTREZGENE_ACC
2882,ENSG00000116157,GPX7,glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559],ENTREZGENE_ACC
2678,ENSG00000100031,GGT1,gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4250],ENTREZGENE_ACC
2679,None,None,None,
358,ENSG00000240583,AQP1,aquaporin 1 (Colton blood group) [Source:HGNC Symbol;Acc:HGNC:633],ENTREZGENE_ACC
359,ENSG00000167580,AQP2,aquaporin 2 [Source:HGNC Symbol;Acc:HGNC:634],ENTREZGENE_ACC
361,ENSG00000171885,AQP4,aquaporin 4 [Source:HGNC Symbol;Acc:HGNC:637],ENTREZGENE_ACC
362,ENSG00000161798,AQP5,aquaporin 5 [Source:HGNC Symbol;Acc:HGNC:638],ENTREZGENE_ACC
4284,ENSG00000135517,MIP,major intrinsic protein of lens fiber [Source:HGNC Symbol;Acc:HGNC:7103],ENTREZGENE_ACC
3036,ENSG00000105509,HAS1,hyaluronan synthase 1 [Source:HGNC Symbol;Acc:HGNC:4818],ENTREZGENE_ACC
3037,ENSG00000170961,HAS2,hyaluronan synthase 2 [Source:HGNC Symbol;Acc:HGNC:4819],ENTREZGENE_ACC
3038,ENSG00000103044,HAS3,hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820],ENTREZGENE_ACC
6508,ENSG00000114923,SLC4A3,solute carrier family 4 member 3 [Source:HGNC Symbol;Acc:HGNC:11029],ENTREZGENE_ACC
6521,ENSG00000004939,SLC4A1,solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027],ENTREZGENE_ACC
6522,ENSG00000164889,SLC4A2,solute carrier family 4 member 2 [Source:HGNC Symbol;Acc:HGNC:11028],ENTREZGENE_ACC
83697,ENSG00000113073,SLC4A9,solute carrier family 4 member 9 [Source:HGNC Symbol;Acc:HGNC:11035],ENTREZGENE_ACC
9497,ENSG00000033867,SLC4A7,solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033],ENTREZGENE_ACC
495,ENSG00000105675,ATP4A,ATPase H+/K+ transporting subunit alpha [Source:HGNC Symbol;Acc:HGNC:819],ENTREZGENE_ACC
496,ENSG00000186009,ATP4B,ATPase H+/K+ transporting subunit beta [Source:HGNC Symbol;Acc:HGNC:820],ENTREZGENE_ACC
8501,ENSG00000149150,SLC43A1,solute carrier family 43 member 1 [Source:HGNC Symbol;Acc:HGNC:9225],ENTREZGENE_ACC
114134,ENSG00000151229,SLC2A13,solute carrier family 2 member 13 [Source:HGNC Symbol;Acc:HGNC:15956],ENTREZGENE_ACC
160728,ENSG00000256870,SLC5A8,solute carrier family 5 member 8 [Source:HGNC Symbol;Acc:HGNC:19119],ENTREZGENE_ACC
10723,ENSG00000113504,SLC12A7,solute carrier family 12 member 7 [Source:HGNC Symbol;Acc:HGNC:10915],ENTREZGENE_ACC
6560,ENSG00000124067,SLC12A4,solute carrier family 12 member 4 [Source:HGNC Symbol;Acc:HGNC:10913],ENTREZGENE_ACC
9990,ENSG00000140199,SLC12A6,solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914],ENTREZGENE_ACC
57468,ENSG00000124140,SLC12A5,solute carrier family 12 member 5 [Source:HGNC Symbol;Acc:HGNC:13818],ENTREZGENE_ACC
682,ENSG00000172270,BSG,basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116],ENTREZGENE_ACC
3931,ENSG00000213398,LCAT,lecithin-cholesterol acyltransferase [Source:HGNC Symbol;Acc:HGNC:6522],ENTREZGENE_ACC
5406,ENSG00000175535,PNLIP,pancreatic lipase [Source:HGNC Symbol;Acc:HGNC:9155],ENTREZGENE_ACC
5407,ENSG00000187021,PNLIPRP1,pancreatic lipase related protein 1 [Source:HGNC Symbol;Acc:HGNC:9156],ENTREZGENE_ACC
5408,ENSG00000266200,PNLIPRP2,pancreatic lipase related protein 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:9157],ENTREZGENE_ACC
8513,ENSG00000182333,LIPF,"lipase F, gastric type [Source:HGNC Symbol;Acc:HGNC:6622]",ENTREZGENE_ACC
9388,ENSG00000101670,LIPG,"lipase G, endothelial type [Source:HGNC Symbol;Acc:HGNC:6623]",ENTREZGENE_ACC
57282,ENSG00000144290,SLC4A10,solute carrier family 4 member 10 [Source:HGNC Symbol;Acc:HGNC:13811],ENTREZGENE_ACC
9498,ENSG00000050438,SLC4A8,solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034],ENTREZGENE_ACC
6528,ENSG00000105641,SLC5A5,solute carrier family 5 member 5 [Source:HGNC Symbol;Acc:HGNC:11040],ENTREZGENE_ACC
23439,ENSG00000101892,ATP1B4,ATPase Na+/K+ transporting family member beta 4 [Source:HGNC Symbol;Acc:HGNC:808],ENTREZGENE_ACC
476,ENSG00000163399,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799],ENTREZGENE_ACC
477,ENSG00000018625,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800],ENTREZGENE_ACC
478,ENSG00000105409,ATP1A3,ATPase Na+/K+ transporting subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:801],ENTREZGENE_ACC
480,ENSG00000132681,ATP1A4,ATPase Na+/K+ transporting subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:14073],ENTREZGENE_ACC
481,ENSG00000143153,ATP1B1,ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804],ENTREZGENE_ACC
482,ENSG00000129244,ATP1B2,ATPase Na+/K+ transporting subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:805],ENTREZGENE_ACC
483,ENSG00000069849,ATP1B3,ATPase Na+/K+ transporting subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:806],ENTREZGENE_ACC
389015,ENSG00000180251,SLC9A4,solute carrier family 9 member A4 [Source:HGNC Symbol;Acc:HGNC:11077],ENTREZGENE_ACC
6548,ENSG00000090020,SLC9A1,solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071],ENTREZGENE_ACC
6549,ENSG00000115616,SLC9A2,solute carrier family 9 member A2 [Source:HGNC Symbol;Acc:HGNC:11072],ENTREZGENE_ACC
6550,ENSG00000066230,SLC9A3,solute carrier family 9 member A3 [Source:HGNC Symbol;Acc:HGNC:11073],ENTREZGENE_ACC
6553,ENSG00000135740,SLC9A5,solute carrier family 9 member A5 [Source:HGNC Symbol;Acc:HGNC:11078],ENTREZGENE_ACC
6559,ENSG00000070915,SLC12A3,solute carrier family 12 member 3 [Source:HGNC Symbol;Acc:HGNC:10912],ENTREZGENE_ACC
123041,ENSG00000140090,SLC24A4,solute carrier family 24 member 4 [Source:HGNC Symbol;Acc:HGNC:10978],ENTREZGENE_ACC
25769,ENSG00000155886,SLC24A2,solute carrier family 24 member 2 [Source:HGNC Symbol;Acc:HGNC:10976],ENTREZGENE_ACC
57419,ENSG00000185052,SLC24A3,solute carrier family 24 member 3 [Source:HGNC Symbol;Acc:HGNC:10977],ENTREZGENE_ACC
9187,ENSG00000074621,SLC24A1,solute carrier family 24 member 1 [Source:HGNC Symbol;Acc:HGNC:10975],ENTREZGENE_ACC
57127,ENSG00000132677,RHBG,Rh family B glycoprotein [Source:HGNC Symbol;Acc:HGNC:14572],ENTREZGENE_ACC
6005,ENSG00000112077,RHAG,Rh associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:10006],ENTREZGENE_ACC
6557,ENSG00000074803,SLC12A1,solute carrier family 12 member 1 [Source:HGNC Symbol;Acc:HGNC:10910],ENTREZGENE_ACC
6558,ENSG00000064651,SLC12A2,solute carrier family 12 member 2 [Source:HGNC Symbol;Acc:HGNC:10911],ENTREZGENE_ACC
6580,ENSG00000175003,SLC22A1,solute carrier family 22 member 1 [Source:HGNC Symbol;Acc:HGNC:10963],ENTREZGENE_ACC
6476,ENSG00000090402,SI,sucrase-isomaltase [Source:HGNC Symbol;Acc:HGNC:10856],ENTREZGENE_ACC
10861,ENSG00000145217,SLC26A1,solute carrier family 26 member 1 [Source:HGNC Symbol;Acc:HGNC:10993],ENTREZGENE_ACC
1811,ENSG00000091138,SLC26A3,solute carrier family 26 member 3 [Source:HGNC Symbol;Acc:HGNC:3018],ENTREZGENE_ACC
1836,ENSG00000155850,SLC26A2,solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994],ENTREZGENE_ACC
7941,ENSG00000146070,PLA2G7,phospholipase A2 group VII [Source:HGNC Symbol;Acc:HGNC:9040],ENTREZGENE_ACC
5244,ENSG00000005471,ABCB4,ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45],ENTREZGENE_ACC
113235,ENSG00000076351,SLC46A1,solute carrier family 46 member 1 [Source:HGNC Symbol;Acc:HGNC:30521],ENTREZGENE_ACC
4035,ENSG00000123384,LRP1,LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692],ENTREZGENE_ACC
10050,ENSG00000146039,SLC17A4,solute carrier family 17 member 4 [Source:HGNC Symbol;Acc:HGNC:10932],ENTREZGENE_ACC
10246,ENSG00000112337,SLC17A2,solute carrier family 17 member 2 [Source:HGNC Symbol;Acc:HGNC:10930],ENTREZGENE_ACC
10568,ENSG00000157765,SLC34A2,solute carrier family 34 member 2 [Source:HGNC Symbol;Acc:HGNC:11020],ENTREZGENE_ACC
10786,ENSG00000124564,SLC17A3,solute carrier family 17 member 3 [Source:HGNC Symbol;Acc:HGNC:10931],ENTREZGENE_ACC
6568,ENSG00000124568,SLC17A1,solute carrier family 17 member 1 [Source:HGNC Symbol;Acc:HGNC:10929],ENTREZGENE_ACC
6569,ENSG00000131183,SLC34A1,solute carrier family 34 member 1 [Source:HGNC Symbol;Acc:HGNC:11019],ENTREZGENE_ACC
6574,ENSG00000144136,SLC20A1,solute carrier family 20 member 1 [Source:HGNC Symbol;Acc:HGNC:10946],ENTREZGENE_ACC
6575,ENSG00000168575,SLC20A2,solute carrier family 20 member 2 [Source:HGNC Symbol;Acc:HGNC:10947],ENTREZGENE_ACC
142680,ENSG00000198569,SLC34A3,solute carrier family 34 member 3 [Source:HGNC Symbol;Acc:HGNC:20305],ENTREZGENE_ACC
26279,ENSG00000117215,PLA2G2D,phospholipase A2 group IID [Source:HGNC Symbol;Acc:HGNC:9033],ENTREZGENE_ACC
30814,ENSG00000188784,PLA2G2E,phospholipase A2 group IIE [Source:HGNC Symbol;Acc:HGNC:13414],ENTREZGENE_ACC
5319,ENSG00000170890,PLA2G1B,phospholipase A2 group IB [Source:HGNC Symbol;Acc:HGNC:9030],ENTREZGENE_ACC
8399,ENSG00000069764,PLA2G10,phospholipase A2 group X [Source:HGNC Symbol;Acc:HGNC:9029],ENTREZGENE_ACC
6578,ENSG00000174640,SLCO2A1,solute carrier organic anion transporter family member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955],ENTREZGENE_ACC
6534,ENSG00000011083,SLC6A7,solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054],ENTREZGENE_ACC
5947,ENSG00000114115,RBP1,retinol binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9919],ENTREZGENE_ACC
5948,ENSG00000114113,RBP2,retinol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9920],ENTREZGENE_ACC
5950,ENSG00000138207,RBP4,retinol binding protein 4 [Source:HGNC Symbol;Acc:HGNC:9922],ENTREZGENE_ACC
64220,ENSG00000137868,STRA6,signaling receptor and transporter of retinol STRA6 [Source:HGNC Symbol;Acc:HGNC:30650],ENTREZGENE_ACC
113278,ENSG00000101276,SLC52A3,solute carrier family 52 member 3 [Source:HGNC Symbol;Acc:HGNC:16187],ENTREZGENE_ACC
6561,ENSG00000081800,SLC13A1,solute carrier family 13 member 1 [Source:HGNC Symbol;Acc:HGNC:10916],ENTREZGENE_ACC
9056,ENSG00000155465,SLC7A7,solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065],ENTREZGENE_ACC
115019,ENSG00000174502,SLC26A9,solute carrier family 26 member 9 [Source:HGNC Symbol;Acc:HGNC:14469],ENTREZGENE_ACC
115111,ENSG00000147606,SLC26A7,solute carrier family 26 member 7 [Source:HGNC Symbol;Acc:HGNC:14467],ENTREZGENE_ACC
116369,ENSG00000112053,SLC26A8,solute carrier family 26 member 8 [Source:HGNC Symbol;Acc:HGNC:14468],ENTREZGENE_ACC
284129,ENSG00000181045,SLC26A11,solute carrier family 26 member 11 [Source:HGNC Symbol;Acc:HGNC:14471],ENTREZGENE_ACC
26266,ENSG00000164707,SLC13A4,solute carrier family 13 member 4 [Source:HGNC Symbol;Acc:HGNC:15827],ENTREZGENE_ACC
6649,ENSG00000109610,SOD3,superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181],ENTREZGENE_ACC
6532,ENSG00000108576,SLC6A4,solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050],ENTREZGENE_ACC
10560,ENSG00000117479,SLC19A2,solute carrier family 19 member 2 [Source:HGNC Symbol;Acc:HGNC:10938],ENTREZGENE_ACC
6567,ENSG00000147100,SLC16A2,solute carrier family 16 member 2 [Source:HGNC Symbol;Acc:HGNC:10923],ENTREZGENE_ACC
120103,ENSG00000180773,SLC36A4,solute carrier family 36 member 4 [Source:HGNC Symbol;Acc:HGNC:19660],ENTREZGENE_ACC
6563,ENSG00000141469,SLC14A1,solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918],ENTREZGENE_ACC
8170,ENSG00000132874,SLC14A2,solute carrier family 14 member 2 [Source:HGNC Symbol;Acc:HGNC:10919],ENTREZGENE_ACC
948,ENSG00000135218,CD36,CD36 molecule [Source:HGNC Symbol;Acc:HGNC:1663],ENTREZGENE_ACC
51102,ENSG00000116353,MECR,mitochondrial trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:19691],ENTREZGENE_ACC
55825,ENSG00000115425,PECR,peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281],ENTREZGENE_ACC
79966,ENSG00000145284,SCD5,stearoyl-CoA desaturase 5 [Source:HGNC Symbol;Acc:HGNC:21088],ENTREZGENE_ACC
10724,ENSG00000198408,OGA,O-GlcNAcase [Source:HGNC Symbol;Acc:HGNC:7056],ENTREZGENE_ACC
100526794,ENSG00000250741,NT5C1B-RDH14,NT5C1B-RDH14 readthrough [Source:HGNC Symbol;Acc:HGNC:38831],ENTREZGENE_ACC
56954,ENSG00000114021,NIT2,nitrilase family member 2 [Source:HGNC Symbol;Acc:HGNC:29878],ENTREZGENE_ACC
374569,ENSG00000166183,ASPG,asparaginase [Source:HGNC Symbol;Acc:HGNC:20123],ENTREZGENE_ACC
102724197,None,None,None,
124975,ENSG00000167741,GGT6,gamma-glutamyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:26891],ENTREZGENE_ACC
2686,ENSG00000131067,GGT7,gamma-glutamyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4259],ENTREZGENE_ACC
728441,None,None,None,
91227,ENSG00000100121,GGTLC2,gamma-glutamyltransferase light chain 2 [Source:HGNC Symbol;Acc:HGNC:18596],ENTREZGENE_ACC
92086,ENSG00000149435,GGTLC1,gamma-glutamyltransferase light chain 1 [Source:HGNC Symbol;Acc:HGNC:16437],ENTREZGENE_ACC
29925,ENSG00000173540,GMPPB,GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:HGNC:22932],ENTREZGENE_ACC
29926,ENSG00000144591,GMPPA,GDP-mannose pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:22923],ENTREZGENE_ACC
102724560,ENSG00000160200,CBS,cystathionine beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550],ENTREZGENE_ACC
102724560,ENSG00000274276,None,cystathionine-beta-synthase like,ENTREZGENE_ACC
8418,None,None,None,
57571,ENSG00000172508,CARNS1,carnosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:29268],ENTREZGENE_ACC
11332,ENSG00000097021,ACOT7,acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157],ENTREZGENE_ACC
5538,ENSG00000131238,PPT1,palmitoyl-protein thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:9325],ENTREZGENE_ACC
641371,ENSG00000184227,ACOT1,acyl-CoA thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:33128],ENTREZGENE_ACC
9374,ENSG00000221988,PPT2,palmitoyl-protein thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:9326],ENTREZGENE_ACC
33,ENSG00000115361,ACADL,acyl-CoA dehydrogenase long chain [Source:HGNC Symbol;Acc:HGNC:88],ENTREZGENE_ACC
37,ENSG00000072778,ACADVL,acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92],ENTREZGENE_ACC
132158,ENSG00000168237,GLYCTK,glycerate kinase [Source:HGNC Symbol;Acc:HGNC:24247],ENTREZGENE_ACC
100507855,None,None,None,
122481,ENSG00000140057,AK7,adenylate kinase 7 [Source:HGNC Symbol;Acc:HGNC:20091],ENTREZGENE_ACC
60496,ENSG00000149313,AASDHPPT,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235],ENTREZGENE_ACC
641649,ENSG00000142046,TMEM91,transmembrane protein 91 [Source:HGNC Symbol;Acc:HGNC:32393],ENTREZGENE_ACC
23475,ENSG00000103485,QPRT,quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755],ENTREZGENE_ACC
93100,ENSG00000147813,NAPRT,nicotinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30450],ENTREZGENE_ACC
84890,ENSG00000181915,ADO,2-aminoethanethiol dioxygenase [Source:HGNC Symbol;Acc:HGNC:23506],ENTREZGENE_ACC
83594,ENSG00000112874,NUDT12,nudix hydrolase 12 [Source:HGNC Symbol;Acc:HGNC:18826],ENTREZGENE_ACC
7263,ENSG00000128311,TST,thiosulfate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:12388],ENTREZGENE_ACC
7108,ENSG00000149809,TM7SF2,transmembrane 7 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11863],ENTREZGENE_ACC
1595,ENSG00000001630,CYP51A1,cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649],ENTREZGENE_ACC
130367,ENSG00000163082,SGPP2,sphingosine-1-phosphate phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:19953],ENTREZGENE_ACC
213,ENSG00000163631,ALB,albumin [Source:HGNC Symbol;Acc:HGNC:399],ENTREZGENE_ACC
12,ENSG00000196136,SERPINA3,serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16],ENTREZGENE_ACC
5265,ENSG00000197249,SERPINA1,serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941],ENTREZGENE_ACC
338,ENSG00000084674,APOB,apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603],ENTREZGENE_ACC
341,ENSG00000130208,APOC1,apolipoprotein C1 [Source:HGNC Symbol;Acc:HGNC:607],ENTREZGENE_ACC
344,ENSG00000234906,APOC2,apolipoprotein C2 [Source:HGNC Symbol;Acc:HGNC:609],ENTREZGENE_ACC
345,ENSG00000110245,APOC3,apolipoprotein C3 [Source:HGNC Symbol;Acc:HGNC:610],ENTREZGENE_ACC
2243,ENSG00000171560,FGA,fibrinogen alpha chain [Source:HGNC Symbol;Acc:HGNC:3661],ENTREZGENE_ACC
5340,ENSG00000122194,PLG,plasminogen [Source:HGNC Symbol;Acc:HGNC:9071],ENTREZGENE_ACC
2147,ENSG00000180210,F2,"coagulation factor II, thrombin [Source:HGNC Symbol;Acc:HGNC:3535]",ENTREZGENE_ACC
348,ENSG00000130203,APOE,apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613],ENTREZGENE_ACC
335,ENSG00000118137,APOA1,apolipoprotein A1 [Source:HGNC Symbol;Acc:HGNC:600],ENTREZGENE_ACC
8435,ENSG00000167780,SOAT2,sterol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:11178],ENTREZGENE_ACC
3988,ENSG00000107798,LIPA,"lipase A, lysosomal acid type [Source:HGNC Symbol;Acc:HGNC:6617]",ENTREZGENE_ACC
54995,ENSG00000151093,OXSM,"3-oxoacyl-ACP synthase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26063]",ENTREZGENE_ACC
387775,ENSG00000184999,SLC22A10,solute carrier family 22 member 10 [Source:HGNC Symbol;Acc:HGNC:18057],ENTREZGENE_ACC
26063,ENSG00000242612,DECR2,"2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]",ENTREZGENE_ACC
1666,ENSG00000104325,DECR1,"2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]",ENTREZGENE_ACC
215,ENSG00000101986,ABCD1,ATP binding cassette subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:61],ENTREZGENE_ACC
225,ENSG00000173208,ABCD2,ATP binding cassette subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:66],ENTREZGENE_ACC
1622,ENSG00000155368,DBI,"diazepam binding inhibitor, acyl-CoA binding protein [Source:HGNC Symbol;Acc:HGNC:2690]",ENTREZGENE_ACC
54716,ENSG00000163817,SLC6A20,solute carrier family 6 member 20 [Source:HGNC Symbol;Acc:HGNC:30927],ENTREZGENE_ACC
52,ENSG00000143727,ACP1,acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122],ENTREZGENE_ACC
6564,ENSG00000088386,SLC15A1,solute carrier family 15 member 1 [Source:HGNC Symbol;Acc:HGNC:10920],ENTREZGENE_ACC
121260,ENSG00000139370,SLC15A4,solute carrier family 15 member 4 [Source:HGNC Symbol;Acc:HGNC:23090],ENTREZGENE_ACC
51296,ENSG00000110446,SLC15A3,solute carrier family 15 member 3 [Source:HGNC Symbol;Acc:HGNC:18068],ENTREZGENE_ACC
6565,ENSG00000163406,SLC15A2,solute carrier family 15 member 2 [Source:HGNC Symbol;Acc:HGNC:10921],ENTREZGENE_ACC
28965,ENSG00000113396,SLC27A6,solute carrier family 27 member 6 [Source:HGNC Symbol;Acc:HGNC:11000],ENTREZGENE_ACC
23205,ENSG00000103740,ACSBG1,acyl-CoA synthetase bubblegum family member 1 [Source:HGNC Symbol;Acc:HGNC:29567],ENTREZGENE_ACC
26061,ENSG00000131373,HACL1,2-hydroxyacyl-CoA lyase 1 [Source:HGNC Symbol;Acc:HGNC:17856],ENTREZGENE_ACC
4891,ENSG00000110911,SLC11A2,solute carrier family 11 member 2 [Source:HGNC Symbol;Acc:HGNC:10908],ENTREZGENE_ACC
30061,ENSG00000138449,SLC40A1,solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909],ENTREZGENE_ACC
1356,ENSG00000047457,CP,ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295],ENTREZGENE_ACC
2395,ENSG00000165060,FXN,frataxin [Source:HGNC Symbol;Acc:HGNC:3951],ENTREZGENE_ACC
9843,ENSG00000089472,HEPH,hephaestin [Source:HGNC Symbol;Acc:HGNC:4866],ENTREZGENE_ACC
1800,ENSG00000015413,DPEP1,dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002],ENTREZGENE_ACC
5184,ENSG00000124299,PEPD,peptidase D [Source:HGNC Symbol;Acc:HGNC:8840],ENTREZGENE_ACC
1200,ENSG00000166340,TPP1,tripeptidyl peptidase 1 [Source:HGNC Symbol;Acc:HGNC:2073],ENTREZGENE_ACC
2168,ENSG00000163586,FABP1,fatty acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3555],ENTREZGENE_ACC
9390,ENSG00000172940,SLC22A13,solute carrier family 22 member 13 [Source:HGNC Symbol;Acc:HGNC:8494],ENTREZGENE_ACC
10864,ENSG00000137204,SLC22A7,solute carrier family 22 member 7 [Source:HGNC Symbol;Acc:HGNC:10971],ENTREZGENE_ACC
28982,ENSG00000162769,FLVCR1,FLVCR heme transporter 1 [Source:HGNC Symbol;Acc:HGNC:24682],ENTREZGENE_ACC
5825,ENSG00000117528,ABCD3,ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67],ENTREZGENE_ACC
